,county_fips_code,mask_never,mask_rarely,mask_sometimes,mask_frequently,mask_always,mask_at_times
1426,28051,0.062,0.072,0.095,0.099,0.672,0.233
1427,28053,0.117,0.071,0.098,0.104,0.61,0.292
1428,28055,0.03,0.06,0.137,0.162,0.612,0.252
1429,28057,0.116,0.074,0.155,0.191,0.464,0.381
1430,28059,0.077,0.092,0.12,0.24,0.472,0.409
1431,28061,0.066,0.09,0.144,0.167,0.533,0.323
1432,28063,0.076,0.083,0.137,0.15,0.555,0.309
1433,28065,0.141,0.132,0.101,0.181,0.445,0.454
1434,28067,0.069,0.079,0.118,0.169,0.565,0.317
1435,28069,0.032,0.021,0.082,0.177,0.687,0.23
1436,28071,0.019,0.059,0.161,0.2,0.56,0.278
1437,28073,0.087,0.045,0.08,0.27,0.517,0.402
1438,28075,0.036,0.018,0.105,0.197,0.643,0.251
1439,28077,0.119,0.133,0.142,0.135,0.471,0.387
1440,28079,0.031,0.04,0.139,0.158,0.633,0.229
1441,28081,0.094,0.092,0.13,0.18,0.505,0.366
1442,28083,0.122,0.093,0.119,0.129,0.537,0.344
1443,28085,0.077,0.129,0.136,0.142,0.516,0.348
1444,28087,0.018,0.052,0.148,0.193,0.59,0.263
1445,28089,0.029,0.043,0.184,0.242,0.502,0.314
1446,28091,0.137,0.096,0.103,0.255,0.408,0.488
1447,28093,0.013,0.006,0.13,0.301,0.55,0.32
1448,28095,0.087,0.064,0.139,0.171,0.539,0.322
1449,28097,0.058,0.176,0.109,0.147,0.51,0.381
1450,28099,0.017,0.018,0.066,0.171,0.729,0.206
1451,28101,0.01,0.025,0.1,0.203,0.662,0.238
1452,28103,0.009,0.034,0.112,0.203,0.642,0.246
1453,28105,0.015,0.07,0.081,0.242,0.591,0.327
1454,28107,0.061,0.158,0.113,0.269,0.399,0.488
1455,28109,0.05,0.124,0.088,0.251,0.487,0.425
1456,28111,0.057,0.056,0.11,0.273,0.503,0.386
1457,28113,0.116,0.092,0.106,0.155,0.531,0.363
1458,28115,0.06,0.113,0.114,0.197,0.516,0.37
1459,28117,0.103,0.104,0.17,0.234,0.389,0.441
1460,28119,0.041,0.101,0.1,0.312,0.446,0.454
1461,28121,0.031,0.103,0.127,0.179,0.561,0.313
1462,28123,0.026,0.049,0.129,0.252,0.543,0.327
1463,28125,0.066,0.068,0.148,0.128,0.59,0.262
1464,28127,0.081,0.124,0.149,0.154,0.491,0.359
1465,28129,0.106,0.172,0.111,0.194,0.417,0.472
1466,28131,0.109,0.064,0.124,0.224,0.479,0.397
1467,28133,0.137,0.064,0.118,0.182,0.498,0.383
1468,28135,0.061,0.086,0.118,0.274,0.461,0.421
1469,28137,0.097,0.052,0.149,0.265,0.437,0.414
1470,28139,0.068,0.069,0.217,0.213,0.434,0.35
1471,28141,0.072,0.179,0.155,0.225,0.37,0.476
1472,28143,0.131,0.036,0.089,0.176,0.568,0.343
1473,28145,0.078,0.085,0.148,0.219,0.47,0.382
1474,28147,0.158,0.086,0.134,0.213,0.409,0.457
1475,28149,0.021,0.079,0.095,0.217,0.586,0.317
1476,28151,0.138,0.084,0.164,0.114,0.5,0.336
1477,28153,0.037,0.062,0.121,0.194,0.587,0.293
1478,28155,0.052,0.145,0.079,0.222,0.502,0.419
1479,28157,0.146,0.143,0.075,0.155,0.481,0.444
1480,28159,0.029,0.038,0.057,0.199,0.676,0.266
1481,28161,0.029,0.108,0.121,0.217,0.523,0.354
1482,28163,0.05,0.038,0.145,0.159,0.608,0.247
1483,29001,0.067,0.098,0.187,0.253,0.395,0.418
1484,29003,0.133,0.197,0.164,0.234,0.272,0.564
1485,29005,0.09,0.144,0.097,0.287,0.382,0.521
1486,29007,0.11,0.078,0.203,0.281,0.327,0.469
1487,29009,0.106,0.06,0.256,0.235,0.343,0.401
1488,29011,0.15,0.131,0.134,0.111,0.474,0.392
1489,29013,0.138,0.068,0.112,0.237,0.444,0.443
1490,29015,0.188,0.122,0.168,0.277,0.245,0.569
1491,29017,0.097,0.152,0.132,0.268,0.35,0.517
1492,29019,0.073,0.075,0.113,0.224,0.515,0.372
1493,29021,0.121,0.183,0.175,0.219,0.302,0.523
1494,29023,0.189,0.175,0.16,0.135,0.342,0.499
1495,29025,0.109,0.133,0.211,0.18,0.367,0.422
1496,29027,0.123,0.12,0.217,0.196,0.344,0.439
1497,29029,0.266,0.093,0.147,0.124,0.371,0.483
1498,29031,0.08,0.109,0.137,0.285,0.389,0.474
1499,29033,0.155,0.13,0.078,0.286,0.351,0.569
1500,29035,0.159,0.285,0.151,0.125,0.281,0.569
1501,29037,0.027,0.082,0.17,0.185,0.535,0.294
1502,29039,0.275,0.056,0.173,0.155,0.341,0.486
1503,29041,0.117,0.141,0.084,0.278,0.38,0.536
1504,29043,0.13,0.113,0.053,0.253,0.451,0.496
1505,29045,0.154,0.138,0.165,0.223,0.32,0.515
1506,29047,0.033,0.037,0.076,0.199,0.655,0.269
1507,29049,0.066,0.103,0.106,0.209,0.517,0.378
1508,29051,0.087,0.185,0.107,0.187,0.434,0.459
1509,29053,0.06,0.09,0.127,0.183,0.54,0.333
1510,29055,0.167,0.148,0.136,0.159,0.391,0.474
1511,29057,0.312,0.044,0.138,0.136,0.369,0.492
1512,29059,0.165,0.143,0.167,0.154,0.371,0.462
1513,29061,0.124,0.166,0.172,0.247,0.291,0.537
1514,29063,0.144,0.133,0.159,0.241,0.323,0.518
1515,29065,0.167,0.169,0.175,0.196,0.293,0.532
1516,29067,0.285,0.149,0.07,0.167,0.328,0.569
1517,29069,0.068,0.085,0.154,0.215,0.478,0.368
1518,29071,0.122,0.086,0.1,0.233,0.458,0.441
1519,29073,0.086,0.207,0.168,0.135,0.404,0.428
1520,29075,0.101,0.166,0.182,0.299,0.251,0.566
1521,29077,0.099,0.082,0.128,0.272,0.418,0.453
1522,29079,0.195,0.193,0.129,0.247,0.236,0.569
1523,29081,0.173,0.128,0.215,0.248,0.236,0.549
1524,29083,0.128,0.147,0.117,0.345,0.262,0.569
1525,29085,0.182,0.18,0.159,0.164,0.316,0.526
1526,29087,0.129,0.223,0.156,0.232,0.26,0.569
1527,29089,0.076,0.096,0.107,0.191,0.531,0.363
1528,29091,0.301,0.142,0.208,0.107,0.242,0.55
1529,29093,0.133,0.091,0.072,0.28,0.423,0.504
1530,29095,0.027,0.066,0.088,0.21,0.609,0.303
1531,29097,0.138,0.152,0.147,0.176,0.388,0.466
1532,29099,0.042,0.117,0.178,0.216,0.447,0.375
1533,29101,0.168,0.107,0.026,0.189,0.511,0.464
1534,29103,0.082,0.112,0.182,0.271,0.353,0.465
1535,29105,0.313,0.121,0.172,0.107,0.287,0.541
1536,29107,0.033,0.098,0.052,0.247,0.571,0.378
1537,29109,0.241,0.05,0.251,0.222,0.237,0.513
1538,29111,0.164,0.109,0.177,0.23,0.32,0.503
1539,29113,0.063,0.119,0.236,0.282,0.299,0.464
1540,29115,0.126,0.156,0.118,0.274,0.326,0.556
1541,29117,0.15,0.228,0.111,0.25,0.26,0.569
1542,29119,0.152,0.145,0.089,0.138,0.476,0.435
1543,29121,0.118,0.127,0.158,0.258,0.338,0.503
1544,29123,0.082,0.124,0.092,0.296,0.406,0.502
1545,29125,0.098,0.158,0.121,0.198,0.424,0.454
1546,29127,0.178,0.093,0.212,0.185,0.332,0.456
1547,29129,0.23,0.13,0.216,0.162,0.261,0.522
1548,29131,0.2,0.126,0.137,0.147,0.39,0.473
1549,29133,0.129,0.097,0.141,0.221,0.413,0.447
1550,29135,0.102,0.268,0.11,0.202,0.318,0.569
1551,29137,0.164,0.105,0.182,0.203,0.346,0.472
1552,29139,0.062,0.077,0.161,0.307,0.392,0.446
1553,29141,0.211,0.118,0.175,0.193,0.304,0.522
1554,29143,0.098,0.112,0.149,0.18,0.461,0.39
1555,29145,0.156,0.121,0.14,0.211,0.373,0.488
1556,29147,0.093,0.193,0.16,0.283,0.272,0.569
1557,29149,0.142,0.196,0.293,0.129,0.241,0.467
1558,29151,0.067,0.133,0.171,0.16,0.469,0.36
1559,29153,0.179,0.128,0.128,0.13,0.435,0.437
1560,29155,0.079,0.134,0.175,0.204,0.407,0.417
1561,29157,0.032,0.102,0.156,0.302,0.408,0.436
1562,29159,0.185,0.111,0.156,0.254,0.294,0.55
1563,29161,0.139,0.177,0.119,0.244,0.32,0.56
1564,29163,0.082,0.128,0.363,0.263,0.164,0.473
1565,29165,0.044,0.04,0.088,0.189,0.638,0.273
1566,29167,0.183,0.109,0.103,0.189,0.416,0.481
1567,29169,0.208,0.103,0.16,0.175,0.354,0.486
1568,29171,0.107,0.111,0.209,0.191,0.382,0.409
1569,29173,0.16,0.106,0.248,0.196,0.29,0.462
1570,29175,0.163,0.088,0.145,0.194,0.41,0.445
1571,29177,0.073,0.124,0.233,0.184,0.386,0.381
1572,29179,0.137,0.183,0.085,0.229,0.366,0.549
1573,29181,0.126,0.254,0.161,0.15,0.308,0.53
1574,29183,0.041,0.05,0.091,0.286,0.532,0.377
1575,29185,0.163,0.145,0.182,0.279,0.23,0.569
1576,29186,0.025,0.14,0.144,0.311,0.38,0.476
1577,29187,0.103,0.12,0.085,0.264,0.428,0.487
1578,29189,0.024,0.028,0.069,0.182,0.697,0.234
1579,29195,0.083,0.23,0.112,0.186,0.389,0.499
1580,29197,0.05,0.101,0.211,0.222,0.416,0.373
1581,29199,0.073,0.112,0.209,0.246,0.361,0.431
1582,29201,0.125,0.115,0.128,0.247,0.385,0.487
1583,29203,0.212,0.25,0.198,0.098,0.243,0.56
1584,29205,0.142,0.144,0.16,0.238,0.317,0.524
1585,29207,0.137,0.12,0.156,0.176,0.411,0.433
1586,29209,0.056,0.093,0.171,0.247,0.434,0.396
1587,29211,0.136,0.127,0.174,0.223,0.341,0.486
1588,29213,0.053,0.079,0.214,0.155,0.499,0.287
1589,29215,0.309,0.171,0.231,0.106,0.183,0.569
1590,29217,0.164,0.105,0.11,0.125,0.496,0.394
1591,29219,0.11,0.083,0.111,0.25,0.446,0.443
1592,29221,0.181,0.092,0.118,0.191,0.418,0.464
1593,29223,0.191,0.171,0.13,0.196,0.313,0.558
1594,29225,0.297,0.09,0.162,0.137,0.313,0.524
1595,29227,0.098,0.17,0.218,0.272,0.241,0.54
1596,29229,0.419,0.139,0.187,0.1,0.155,0.569
1597,29510,0.039,0.017,0.08,0.137,0.726,0.193
1598,30001,0.165,0.127,0.102,0.18,0.425,0.472
1599,30003,0.136,0.196,0.147,0.25,0.271,0.569
1600,30005,0.287,0.08,0.188,0.252,0.192,0.569
1601,30007,0.165,0.098,0.099,0.199,0.439,0.462
1602,30009,0.14,0.169,0.163,0.26,0.267,0.569
1603,30011,0.123,0.121,0.127,0.212,0.417,0.456
1604,30013,0.17,0.143,0.16,0.145,0.382,0.458
1605,30015,0.196,0.135,0.171,0.152,0.346,0.483
1606,30017,0.085,0.261,0.144,0.28,0.23,0.569
1607,30019,0.172,0.244,0.186,0.269,0.129,0.569
1608,30021,0.139,0.249,0.176,0.274,0.161,0.569
1609,30023,0.141,0.173,0.064,0.133,0.489,0.447
1610,30025,0.118,0.199,0.146,0.296,0.24,0.569
1611,30027,0.284,0.111,0.157,0.187,0.261,0.569
1612,30029,0.076,0.167,0.159,0.224,0.374,0.467
1613,30031,0.132,0.093,0.115,0.213,0.448,0.438
1614,30033,0.134,0.199,0.18,0.265,0.221,0.569
1615,30035,0.084,0.154,0.17,0.196,0.396,0.434
1616,30037,0.134,0.181,0.168,0.246,0.271,0.561
1617,30039,0.116,0.17,0.109,0.183,0.422,0.469
1618,30041,0.27,0.106,0.159,0.192,0.273,0.568
1619,30043,0.158,0.111,0.076,0.169,0.487,0.438
1620,30045,0.233,0.11,0.17,0.139,0.349,0.482
1621,30047,0.087,0.23,0.128,0.206,0.349,0.523
1622,30049,0.149,0.107,0.08,0.185,0.479,0.441
1623,30051,0.188,0.146,0.167,0.147,0.352,0.481
1624,30053,0.118,0.174,0.118,0.188,0.402,0.48
1625,30055,0.142,0.274,0.179,0.267,0.139,0.569
1626,30057,0.172,0.113,0.105,0.21,0.4,0.495
1627,30059,0.188,0.093,0.12,0.203,0.396,0.484
1628,30061,0.097,0.278,0.119,0.183,0.323,0.558
1629,30063,0.091,0.2,0.128,0.209,0.372,0.5
1630,30065,0.128,0.178,0.169,0.257,0.268,0.563
1631,30067,0.114,0.099,0.106,0.214,0.467,0.427
1632,30069,0.157,0.154,0.174,0.247,0.269,0.558
1633,30071,0.229,0.114,0.214,0.296,0.147,0.569
1634,30073,0.123,0.175,0.17,0.142,0.39,0.44
1635,30075,0.193,0.24,0.106,0.188,0.273,0.569
1636,30077,0.118,0.144,0.069,0.14,0.53,0.402
1637,30079,0.101,0.27,0.171,0.283,0.176,0.569
1638,30081,0.121,0.177,0.114,0.195,0.393,0.493
1639,30083,0.176,0.216,0.162,0.255,0.191,0.569
1640,30085,0.169,0.246,0.178,0.261,0.146,0.569
1641,30087,0.126,0.214,0.143,0.248,0.269,0.569
1642,30089,0.15,0.204,0.191,0.172,0.283,0.526
1643,30091,0.179,0.203,0.178,0.256,0.185,0.569
1644,30093,0.158,0.138,0.059,0.143,0.503,0.439
1645,30095,0.126,0.173,0.16,0.255,0.286,0.554
1646,30097,0.116,0.157,0.126,0.227,0.374,0.5
1647,30099,0.134,0.176,0.147,0.152,0.391,0.462
1648,30101,0.138,0.165,0.178,0.135,0.384,0.438
1649,30103,0.122,0.188,0.16,0.259,0.27,0.569
1650,30105,0.172,0.235,0.187,0.291,0.115,0.569
1651,30107,0.214,0.135,0.144,0.189,0.318,0.538
1652,30109,0.165,0.219,0.161,0.267,0.187,0.569
1653,30111,0.129,0.177,0.167,0.262,0.265,0.568
1654,31001,0.057,0.128,0.089,0.291,0.435,0.476
1655,31003,0.198,0.096,0.191,0.161,0.354,0.455
1656,31005,0.144,0.135,0.117,0.248,0.356,0.527
1657,31007,0.249,0.128,0.134,0.216,0.272,0.569
1658,31009,0.176,0.103,0.123,0.305,0.293,0.569
1659,31011,0.156,0.08,0.151,0.197,0.415,0.433
1660,31013,0.303,0.112,0.096,0.285,0.203,0.569
1661,31015,0.081,0.159,0.267,0.184,0.309,0.424
1662,31017,0.141,0.082,0.167,0.275,0.335,0.498
1663,31019,0.065,0.113,0.104,0.327,0.391,0.505
1664,31021,0.066,0.063,0.09,0.321,0.46,0.45
1665,31023,0.027,0.105,0.263,0.238,0.365,0.37
1666,31025,0.042,0.049,0.119,0.24,0.55,0.331
1667,31027,0.207,0.163,0.161,0.177,0.293,0.547
1668,31029,0.055,0.192,0.156,0.232,0.364,0.479
1669,31031,0.158,0.042,0.095,0.377,0.328,0.569
1670,31033,0.116,0.159,0.164,0.338,0.223,0.569
1671,31035,0.064,0.132,0.124,0.28,0.4,0.476
1672,31037,0.054,0.089,0.228,0.287,0.341,0.43
1673,31039,0.147,0.066,0.122,0.347,0.317,0.56
1674,31041,0.143,0.104,0.112,0.328,0.314,0.569
1675,31043,0.113,0.167,0.131,0.163,0.425,0.443
1676,31045,0.224,0.103,0.11,0.321,0.242,0.569
1677,31047,0.096,0.114,0.115,0.348,0.328,0.558
1678,31049,0.093,0.147,0.138,0.267,0.355,0.507
1679,31051,0.163,0.16,0.131,0.162,0.383,0.485
1680,31053,0.14,0.036,0.136,0.374,0.314,0.55
1681,31055,0.091,0.069,0.095,0.263,0.482,0.423
1682,31057,0.053,0.232,0.173,0.231,0.311,0.516
1683,31059,0.053,0.096,0.263,0.375,0.213,0.524
1684,31061,0.083,0.168,0.083,0.288,0.378,0.539
1685,31063,0.094,0.121,0.136,0.336,0.313,0.551
1686,31065,0.101,0.135,0.129,0.319,0.315,0.555
1687,31067,0.127,0.03,0.103,0.26,0.48,0.417
1688,31069,0.202,0.124,0.119,0.268,0.288,0.569
1689,31071,0.168,0.084,0.142,0.236,0.37,0.488
1690,31073,0.086,0.12,0.115,0.347,0.333,0.553
1691,31075,0.199,0.116,0.102,0.27,0.313,0.569
1692,31077,0.122,0.091,0.122,0.245,0.421,0.458
1693,31079,0.048,0.114,0.103,0.284,0.451,0.446
1694,31081,0.04,0.124,0.157,0.252,0.427,0.416
1695,31083,0.089,0.158,0.102,0.302,0.348,0.549
1696,31085,0.072,0.151,0.161,0.273,0.343,0.496
1697,31087,0.085,0.162,0.19,0.263,0.301,0.51
1698,31089,0.113,0.134,0.234,0.154,0.365,0.401
1699,31091,0.151,0.123,0.11,0.279,0.337,0.553
1700,31093,0.073,0.104,0.108,0.281,0.433,0.458
1701,31095,0.206,0.05,0.055,0.306,0.384,0.562
1702,31097,0.061,0.175,0.247,0.207,0.31,0.443
1703,31099,0.062,0.127,0.094,0.318,0.399,0.507
1704,31101,0.093,0.15,0.13,0.235,0.393,0.478
1705,31103,0.124,0.09,0.183,0.273,0.331,0.487
1706,31105,0.187,0.173,0.161,0.228,0.25,0.569
1707,31107,0.171,0.178,0.195,0.157,0.299,0.506
1708,31109,0.093,0.061,0.112,0.264,0.47,0.418
1709,31111,0.103,0.145,0.123,0.287,0.341,0.535
1710,31113,0.14,0.133,0.115,0.308,0.304,0.569
1711,31115,0.193,0.084,0.129,0.276,0.318,0.553
1712,31117,0.121,0.147,0.115,0.257,0.361,0.525
1713,31119,0.251,0.082,0.194,0.156,0.317,0.489
1714,31121,0.05,0.125,0.137,0.234,0.454,0.409
1715,31123,0.261,0.119,0.124,0.273,0.223,0.569
1716,31125,0.091,0.111,0.131,0.207,0.459,0.409
1717,31127,0.09,0.148,0.137,0.293,0.333,0.531
1718,31129,0.138,0.132,0.064,0.349,0.318,0.569
1719,31131,0.11,0.097,0.09,0.275,0.428,0.482
1720,31133,0.067,0.147,0.215,0.254,0.316,0.468
1721,31135,0.069,0.164,0.142,0.233,0.393,0.466
1722,31137,0.072,0.126,0.103,0.336,0.363,0.534
1723,31139,0.253,0.11,0.185,0.142,0.311,0.505
1724,31141,0.044,0.094,0.176,0.254,0.432,0.392
1725,31143,0.029,0.167,0.277,0.174,0.353,0.37
1726,31145,0.102,0.123,0.169,0.308,0.298,0.533
1727,31147,0.098,0.185,0.166,0.252,0.298,0.535
1728,31149,0.13,0.102,0.198,0.222,0.349,0.454
1729,31151,0.021,0.07,0.186,0.217,0.507,0.308
1730,31153,0.094,0.069,0.144,0.26,0.433,0.423
1731,31155,0.108,0.09,0.28,0.223,0.3,0.421
1732,31157,0.256,0.132,0.113,0.245,0.255,0.569
1733,31159,0.028,0.046,0.216,0.109,0.601,0.183
1734,31161,0.248,0.083,0.094,0.333,0.242,0.569
1735,31163,0.093,0.099,0.11,0.307,0.39,0.499
1736,31165,0.241,0.161,0.101,0.292,0.205,0.569
1737,31167,0.265,0.08,0.192,0.154,0.309,0.499
1738,31169,0.185,0.071,0.066,0.429,0.249,0.569
1739,31171,0.152,0.12,0.118,0.302,0.308,0.569
1740,31173,0.123,0.153,0.119,0.187,0.418,0.463
1741,31175,0.135,0.09,0.118,0.278,0.38,0.503
1742,31177,0.086,0.116,0.15,0.261,0.386,0.463
1743,31179,0.245,0.12,0.155,0.141,0.34,0.506
1744,31181,0.091,0.167,0.068,0.286,0.389,0.544
1745,31183,0.162,0.084,0.155,0.201,0.399,0.447
1746,31185,0.044,0.168,0.422,0.184,0.182,0.396
1747,32001,0.022,0.093,0.058,0.153,0.674,0.268
1748,32003,0.027,0.032,0.054,0.145,0.742,0.204
1749,32005,0.029,0.055,0.091,0.238,0.588,0.322
1750,32007,0.021,0.046,0.19,0.364,0.379,0.431
1751,32009,0.086,0.004,0.006,0.032,0.872,0.122
1752,32011,0.002,0.054,0.17,0.386,0.387,0.442
1753,32013,0.008,0.042,0.156,0.069,0.725,0.119
1754,32015,0.004,0.085,0.142,0.182,0.588,0.271
1755,32017,0.048,0.019,0.147,0.177,0.61,0.244
1756,32019,0.037,0.069,0.05,0.173,0.671,0.279
1757,32021,0.022,0.018,0.09,0.115,0.755,0.155
1758,32023,0.061,0.038,0.052,0.183,0.666,0.282
1759,32027,0.01,0.013,0.248,0.038,0.691,0.061
1760,32029,0.015,0.038,0.039,0.126,0.782,0.179
1761,32031,0.024,0.025,0.06,0.215,0.676,0.264
1762,32033,0.059,0.016,0.208,0.421,0.296,0.496
1763,32510,0.023,0.064,0.054,0.274,0.585,0.361
1764,33001,0.114,0.02,0.11,0.158,0.598,0.292
1765,33003,0.088,0.035,0.107,0.172,0.598,0.295
1766,33005,0.02,0.075,0.093,0.202,0.609,0.297
1767,33007,0.017,0.05,0.068,0.169,0.697,0.236
1768,33009,0.039,0.026,0.032,0.199,0.705,0.264
1769,33011,0.03,0.069,0.066,0.164,0.67,0.263
1770,33013,0.085,0.067,0.075,0.158,0.615,0.31
1771,33015,0.018,0.057,0.074,0.212,0.639,0.287
1772,33017,0.08,0.074,0.098,0.19,0.558,0.344
1773,33019,0.06,0.103,0.012,0.252,0.574,0.415
1774,34001,0.019,0.041,0.03,0.176,0.734,0.236
1775,34003,0.02,0.014,0.053,0.151,0.762,0.185
1776,34005,0.023,0.02,0.043,0.134,0.779,0.177
1777,34007,0.028,0.005,0.027,0.137,0.802,0.17
1778,34009,0.013,0.011,0.022,0.214,0.74,0.238
1779,34011,0.032,0.006,0.058,0.142,0.762,0.18
1780,34013,0.035,0.014,0.085,0.183,0.682,0.232
1781,34015,0.047,0.01,0.052,0.145,0.746,0.202
1782,34017,0.022,0.019,0.077,0.211,0.67,0.252
1783,34019,0.007,0.038,0.065,0.085,0.804,0.13
1784,34021,0.017,0.014,0.05,0.162,0.757,0.193
1785,34023,0.02,0.016,0.054,0.146,0.765,0.182
1786,34025,0.01,0.022,0.041,0.164,0.764,0.196
1787,34027,0.023,0.018,0.049,0.191,0.72,0.232
1788,34029,0.012,0.056,0.055,0.104,0.772,0.172
1789,34031,0.029,0.015,0.063,0.138,0.756,0.182
1790,34033,0.041,0.043,0.036,0.154,0.726,0.238
1791,34035,0.016,0.027,0.046,0.12,0.791,0.163
1792,34037,0.02,0.026,0.029,0.205,0.72,0.251
1793,34039,0.012,0.011,0.059,0.202,0.716,0.225
1794,34041,0.035,0.02,0.044,0.152,0.749,0.207
1795,35001,0.036,0.014,0.057,0.135,0.758,0.185
1796,35003,0.054,0.039,0.036,0.109,0.762,0.202
1797,35005,0.074,0.04,0.108,0.144,0.634,0.258
1798,35006,0.003,0.059,0.014,0.085,0.839,0.147
1799,35007,0.041,0.019,0.091,0.106,0.743,0.166
1800,35009,0.011,0.129,0.111,0.209,0.54,0.349
1801,35011,0.036,0.069,0.085,0.098,0.712,0.203
1802,35013,0.011,0.044,0.036,0.097,0.812,0.152
1803,35015,0.2,0.07,0.092,0.239,0.399,0.509
1804,35017,0.043,0.031,0.15,0.205,0.572,0.279
1805,35019,0.014,0.049,0.072,0.098,0.766,0.161
1806,35021,0.057,0.152,0.062,0.115,0.614,0.324
1807,35023,0.056,0.037,0.186,0.153,0.569,0.246
1808,35025,0.112,0.024,0.115,0.331,0.418,0.467
1809,35027,0.04,0.012,0.055,0.162,0.731,0.214
1810,35028,0.001,0.041,0.076,0.173,0.709,0.215
1811,35029,0.105,0.046,0.024,0.11,0.715,0.261
1812,35031,0.01,0.06,0.008,0.202,0.721,0.272
1813,35033,0.002,0.027,0.067,0.098,0.806,0.127
1814,35035,0.074,0.03,0.143,0.158,0.595,0.262
1815,35037,0.049,0.152,0.07,0.159,0.571,0.36
1816,35039,0.007,0.054,0.102,0.162,0.675,0.223
1817,35041,0.009,0.154,0.089,0.146,0.602,0.309
1818,35043,0.017,0.015,0.096,0.11,0.762,0.142
1819,35045,0.057,0.015,0.118,0.255,0.555,0.327
1820,35047,0.004,0.02,0.057,0.119,0.8,0.143
1821,35049,0.008,0.016,0.031,0.143,0.803,0.167
1822,35051,0.03,0.039,0.033,0.239,0.659,0.308
1823,35053,0.002,0.008,0.05,0.193,0.746,0.203
1824,35055,0.006,0.041,0.055,0.113,0.785,0.16
1825,35057,0.097,0.005,0.035,0.167,0.696,0.269
1826,35059,0.12,0.118,0.127,0.242,0.393,0.48
1827,35061,0.006,0.009,0.143,0.195,0.648,0.21
1828,36001,0.006,0.012,0.052,0.142,0.788,0.16
1829,36003,0.062,0.015,0.028,0.124,0.771,0.201
1830,36005,0.043,0.013,0.066,0.136,0.742,0.192
1831,36007,0.044,0.028,0.051,0.066,0.812,0.138
1832,36009,0.015,0.013,0.024,0.156,0.793,0.184
1833,36011,0.0,0.033,0.072,0.162,0.732,0.195
1834,36013,0.029,0.024,0.038,0.206,0.703,0.259
1835,36015,0.012,0.046,0.092,0.256,0.594,0.314
1836,36017,0.048,0.045,0.015,0.156,0.735,0.249
1837,36019,0.017,0.024,0.102,0.084,0.773,0.125
1838,36021,0.014,0.004,0.029,0.104,0.848,0.122
1839,36023,0.001,0.062,0.015,0.118,0.803,0.181
1840,36025,0.057,0.053,0.034,0.112,0.744,0.222
1841,36027,0.007,0.009,0.031,0.099,0.854,0.115
1842,36029,0.018,0.014,0.04,0.161,0.766,0.193
1843,36031,0.05,0.05,0.057,0.107,0.736,0.207
1844,36033,0.026,0.027,0.117,0.097,0.733,0.15
1845,36035,0.078,0.015,0.06,0.118,0.729,0.211
1846,36037,0.001,0.017,0.015,0.187,0.781,0.205
1847,36039,0.022,0.014,0.03,0.146,0.788,0.182
1848,36041,0.042,0.024,0.053,0.229,0.653,0.295
1849,36043,0.015,0.026,0.042,0.158,0.758,0.199
1850,36045,0.008,0.058,0.038,0.116,0.78,0.182
1851,36047,0.035,0.034,0.058,0.141,0.732,0.21
1852,36049,0.069,0.036,0.02,0.11,0.765,0.215
1853,36051,0.011,0.034,0.009,0.111,0.835,0.156
1854,36053,0.003,0.015,0.043,0.107,0.832,0.125
1855,36055,0.018,0.012,0.056,0.129,0.785,0.159
1856,36057,0.102,0.005,0.054,0.09,0.749,0.197
1857,36059,0.017,0.018,0.043,0.142,0.779,0.177
1858,36061,0.02,0.016,0.04,0.121,0.803,0.157
1859,36063,0.001,0.028,0.037,0.204,0.73,0.233
1860,36065,0.016,0.025,0.033,0.153,0.774,0.194
1861,36067,0.019,0.008,0.054,0.163,0.756,0.19
1862,36069,0.001,0.012,0.031,0.107,0.849,0.12
1863,36071,0.023,0.008,0.042,0.18,0.746,0.211
1864,36073,0.001,0.033,0.059,0.213,0.693,0.247
1865,36075,0.017,0.003,0.094,0.119,0.766,0.139
1866,36077,0.032,0.065,0.027,0.096,0.779,0.193
1867,36079,0.003,0.018,0.022,0.105,0.852,0.126
1868,36081,0.022,0.023,0.068,0.136,0.751,0.181
1869,36083,0.018,0.018,0.073,0.14,0.751,0.176
1870,36085,0.033,0.015,0.046,0.178,0.728,0.226
1871,36087,0.011,0.018,0.054,0.195,0.722,0.224
1872,36089,0.027,0.029,0.095,0.149,0.701,0.205
1873,36091,0.02,0.012,0.062,0.156,0.751,0.188
1874,36093,0.04,0.007,0.051,0.06,0.841,0.107
1875,36095,0.007,0.02,0.04,0.108,0.825,0.135
1876,36097,0.01,0.009,0.071,0.239,0.67,0.258
1877,36099,0.001,0.012,0.042,0.082,0.864,0.095
1878,36101,0.036,0.031,0.057,0.201,0.674,0.268
1879,36103,0.04,0.019,0.053,0.106,0.782,0.165
1880,36105,0.024,0.03,0.043,0.085,0.817,0.139
1881,36107,0.019,0.011,0.018,0.114,0.839,0.144
1882,36109,0.012,0.01,0.046,0.098,0.833,0.12
1883,36111,0.014,0.023,0.045,0.1,0.818,0.137
1884,36113,0.026,0.018,0.104,0.13,0.723,0.174
1885,36115,0.026,0.027,0.135,0.138,0.673,0.191
1886,36117,0.001,0.016,0.061,0.132,0.789,0.149
1887,36119,0.025,0.018,0.044,0.115,0.798,0.158
1888,36121,0.001,0.024,0.008,0.107,0.861,0.132
1889,36123,0.0,0.006,0.023,0.087,0.884,0.093
1890,37001,0.04,0.073,0.126,0.175,0.586,0.288
